"incident_key","month","day","year","occur_time","boro","precinct","jurisdiction_code","location_desc","statistical_murder_flag","perp_age_group","perp_sex","perp_race","vic_age_group","vic_sex","vic_race","x_coord_cd","y_coord_cd","latitude","longitude","lon_lat","zipcode"
49955966,"August",10,2008,17:01:00,"BROOKLYN",75,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK","<18","M","BLACK",1021909.6875,182502.625,40.667532399,-73.864249619,"POINT (-73.86424961899996 40.66753239900004)",11208
50685012,"August",31,2008,21:41:00,"QUEENS",110,0,NA,FALSE,"UNKNOWN","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC",1020255,210816,40.7452527410001,-73.87006287,"POINT (-73.87006286999997 40.74525274100006)",11373
26022834,"December",31,2006,04:08:00,"BROOKLYN",81,0,NA,FALSE,"UNKNOWN","M","BLACK","25-44","M","BLACK",1004878.875,190338.515625,40.6890962040001,-73.92561654,"POINT (-73.92561653999996 40.689096204000066)",11221
69228157,"December",25,2009,04:25:00,"STATEN ISLAND",120,0,"MULTI DWELL - APT BUILD",FALSE,"UNKNOWN","U","UNKNOWN","18-24","M","BLACK",961652.9375,167277.234375,40.625793253,-74.081406081,"POINT (-74.08140608099995 40.62579325300004)",10304
55237637,"December",28,2008,21:22:00,"BRONX",49,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"UNKNOWN","M","BLACK","25-44","M","BLACK",1025142.0625,256701.515625,40.8711743600001,-73.852146462,"POINT (-73.85214646199995 40.871174360000055)",10469
23846690,"August",12,2006,16:30:00,"BROOKLYN",67,0,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK",997786.5,177027.484375,40.6525740880001,-73.9512173959999,"POINT (-73.95121739599995 40.65257408800005)",11226
45652262,"April",13,2008,16:00:00,"BRONX",43,0,NA,TRUE,"25-44","M","WHITE HISPANIC","18-24","F","WHITE",1020316,239179,40.823101299,-73.8696904609999,"POINT (-73.86969046099995 40.82310129900003)",10473
54101442,"November",17,2008,03:02:00,"BRONX",52,0,NA,TRUE,NA,NA,NA,"25-44","M","WHITE HISPANIC",1015421.4375,255385.125,40.867600952,-73.887299776,"POINT (-73.88729977599996 40.86760095200003)",10458
48285497,"July",13,2008,01:47:00,"BROOKLYN",70,0,NA,FALSE,"<18","M","BLACK","25-44","M","BLACK",994452.875,176816.546875,40.6519995790001,-73.96323173,"POINT (-73.96323172999996 40.65199957900006)",11226
25911849,"December",23,2006,18:40:00,"BROOKLYN",77,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1002251.375,183677.140625,40.670817975,-73.935108735,"POINT (-73.93510873499997 40.670817975000034)",11213
46579216,"May",20,2008,02:47:00,"MANHATTAN",28,0,"MULTI DWELL - APT BUILD",TRUE,NA,NA,NA,"18-24","M","BLACK",997834.9375,230900.046875,40.8004410560001,-73.95093409,"POINT (-73.95093408999998 40.80044105600007)",10026
48304775,"July",12,2008,04:08:00,"BRONX",43,2,"MULTI DWELL - PUBLIC HOUS",TRUE,"18-24","M","BLACK","25-44","M","BLACK",1021188.875,239208.734375,40.8231793040001,-73.866536496,"POINT (-73.86653649599998 40.823179304000064)",10473
24103847,"August",31,2006,20:22:00,"BROOKLYN",79,0,NA,FALSE,"UNKNOWN","U","UNKNOWN","25-44","M","WHITE HISPANIC",998660,190488,40.6895188130001,-73.948040627,"POINT (-73.94804062699995 40.68951881300006)",11216
66712492,"October",10,2009,21:34:00,"BRONX",40,0,NA,FALSE,"<18","M","BLACK","25-44","M","BLACK HISPANIC",1008533.1875,232117.421875,40.803759493,-73.912288755,"POINT (-73.91228875499996 40.80375949300003)",10454
33478094,"July",31,2007,00:06:00,"BROOKLYN",67,0,NA,FALSE,"UNKNOWN","U","UNKNOWN","<18","M","BLACK",1005608.625,178950.765625,40.6578376630001,-73.923021246,"POINT (-73.92302124599996 40.657837663000066)",11212
10619084,"March",4,2006,23:10:00,"BROOKLYN",83,0,"NONE",FALSE,"25-44","M","BLACK","18-24","M","BLACK",1009566.625,189793.890625,40.6875891660001,-73.9087152119999,"POINT (-73.90871521199995 40.687589166000066)",11207
65439914,"September",5,2009,04:11:00,"BRONX",47,0,NA,FALSE,"18-24","M","BLACK","25-44","M","BLACK",1024454.5,263291.53125,40.8892650430001,-73.854592952,"POINT (-73.85459295199996 40.88926504300008)",10466
55388868,"January",3,2009,07:15:00,"BROOKLYN",75,0,NA,FALSE,"UNKNOWN","U","UNKNOWN","18-24","M","BLACK",1012777.125,182476.5,40.667494827,-73.8971698299999,"POINT (-73.89716982999994 40.66749482700004)",11207
29301877,"May",29,2007,00:04:00,"BRONX",43,0,"RESTAURANT/DINER",FALSE,"25-44","M","WHITE HISPANIC","<18","M","BLACK HISPANIC",1021348.625,244477.453125,40.8376397430001,-73.865930164,"POINT (-73.86593016399998 40.83763974300007)",10460
62663565,"June",10,2009,20:46:00,"MANHATTAN",32,0,"MULTI DWELL - APT BUILD",FALSE,"18-24","M","BLACK","18-24","M","BLACK",1000393.4375,239186.515625,40.8231808030001,-73.9416731319999,"POINT (-73.94167313199995 40.82318080300007)",10039
23888272,"August",15,2006,21:45:00,"QUEENS",105,0,NA,FALSE,"UNKNOWN","M","BLACK","18-24","M","BLACK",1056593.75,181444.140625,40.66441164,-73.739235945,"POINT (-73.73923594499996 40.664411640000026)",11422
46715565,"May",24,2008,23:35:00,"BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK","18-24","M","BLACK",999812.4375,193525.296875,40.6978535380001,-73.943878054,"POINT (-73.943878054 40.69785353800006)",11206
16895016,"June",21,2006,09:50:00,"BROOKLYN",76,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK","18-24","M","BLACK",987796.625,188274.4375,40.683454108,-73.987213883,"POINT (-73.98721388299998 40.683454108000035)",11217
37231961,"December",24,2007,01:04:00,"BRONX",46,0,NA,FALSE,"<18","M","BLACK HISPANIC","18-24","M","BLACK",1005303,248395.625,40.8484468030001,-73.9239053539999,"POINT (-73.92390535399994 40.84844680300006)",10453
34864273,"October",6,2007,22:00:00,"MANHATTAN",34,0,NA,FALSE,"25-44","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",1005250.3125,254387.5,40.8648928310001,-73.924077021,"POINT (-73.92407702099996 40.86489283100008)",10034
64213920,"July",29,2009,12:31:00,"BROOKLYN",63,0,"PVT HOUSE",FALSE,"UNKNOWN","M","BLACK","<18","F","BLACK",1001696.9375,167157.453125,40.625476124,-73.9371501379999,"POINT (-73.93715013799994 40.625476124000045)",11210
44823478,"March",26,2008,20:12:00,"BROOKLYN",75,0,"CHAIN STORE",FALSE,"UNKNOWN","M","UNKNOWN","18-24","M","BLACK",1017141,183798,40.671106911,-73.881432957,"POINT (-73.88143295699996 40.67110691100004)",11208
51338337,"September",14,2008,04:05:00,"BROOKLYN",81,0,"MULTI DWELL - APT BUILD",FALSE,"UNKNOWN","M","BLACK","18-24","M","BLACK",1001282.875,191430.984375,40.692102429,-73.9385804579999,"POINT (-73.93858045799993 40.692102429000045)",11221
64721030,"August",14,2009,02:15:00,"QUEENS",104,0,"PVT HOUSE",FALSE,NA,NA,NA,"45-64","M","WHITE",1016120,195275.796875,40.7026145470001,-73.885059257,"POINT (-73.88505925699997 40.70261454700005)",11385
23354126,"July",8,2006,22:55:00,"BROOKLYN",81,0,NA,FALSE,"UNKNOWN","U","UNKNOWN","18-24","M","BLACK",1001964,186901.890625,40.6796697670001,-73.936136211,"POINT (-73.93613621099996 40.679669767000064)",11213
44557785,"March",16,2008,06:18:00,"MANHATTAN",9,0,"MULTI DWELL - PUBLIC HOUS",FALSE,"UNKNOWN","U","UNKNOWN","18-24","M","WHITE HISPANIC",990954.1875,203045.640625,40.7239957670001,-73.975814407,"POINT (-73.97581440699997 40.723995767000076)",10009
37351909,"December",30,2007,04:45:00,"QUEENS",101,0,NA,FALSE,"UNKNOWN","U","UNKNOWN","18-24","F","BLACK",1053470.375,160236.90625,40.6062274870001,-73.7507117339999,"POINT (-73.75071173399994 40.60622748700007)",11691
10411009,"February",11,2006,01:00:00,"BRONX",40,0,"FACTORY/WAREHOUSE",TRUE,"25-44","M","BLACK","25-44","M","BLACK",1003306.0625,233724.015625,40.808181968,-73.9311649539999,"POINT (-73.93116495399994 40.80818196800004)",NA
25574776,"December",2,2006,01:16:00,"BROOKLYN",90,2,"MULTI DWELL - PUBLIC HOUS",TRUE,"18-24","M","BLACK HISPANIC","25-44","M","BLACK",1000919.1875,195651.578125,40.703687668,-73.939881479,"POINT (-73.93988147899995 40.70368766800004)",11206
48418962,"July",18,2008,21:55:00,"BROOKLYN",83,0,"COMMERCIAL BLDG",FALSE,"UNKNOWN","M","BLACK","25-44","M","WHITE HISPANIC",1008715.75,191264.609375,40.6916283420001,-73.9117779379999,"POINT (-73.91177793799994 40.69162834200006)",11221
59120367,"February",26,2009,22:56:00,"BROOKLYN",79,0,"MULTI DWELL - APT BUILD",FALSE,"25-44","M","BLACK","<18","F","WHITE HISPANIC",1000625.375,190785.03125,40.6903306770001,-73.940952989,"POINT (-73.94095298899998 40.69033067700008)",11221
55082911,"December",21,2008,23:54:00,"QUEENS",106,0,"PVT HOUSE",TRUE,NA,NA,NA,"45-64","M","BLACK",1036619.3125,187220.84375,40.680408034,-73.811189336,"POINT (-73.81118933599998 40.68040803400004)",11420
53912984,"November",7,2008,20:00:00,"BRONX",40,0,"MULTI DWELL - APT BUILD",FALSE,"25-44","M","BLACK HISPANIC","45-64","M","BLACK",1008095.5,233594.890625,40.807815928,-73.913864468,"POINT (-73.91386446799999 40.807815928000025)",10454
68199158,"November",25,2009,20:14:00,"BROOKLYN",73,0,NA,TRUE,"UNKNOWN","M","BLACK","25-44","M","BLACK",1008261.0625,188394.625,40.6837521410001,-73.913427768,"POINT (-73.91342776799996 40.68375214100007)",11233
52269757,"October",17,2008,23:45:00,"BROOKLYN",70,0,"PVT HOUSE",FALSE,"18-24","M","BLACK","25-44","F","BLACK",996266.75,171693.609375,40.6379359430001,-73.956703907,"POINT (-73.95670390699996 40.63793594300006)",11226
11118240,"April",28,2006,23:01:00,"BRONX",42,2,"MULTI DWELL - PUBLIC HOUS",TRUE,"18-24","M","WHITE HISPANIC","18-24","M","BLACK",1010472.3125,239213.609375,40.8232309970001,-73.905256774,"POINT (-73.90525677399995 40.82323099700005)",10456
65296620,"August",31,2009,23:09:00,"BROOKLYN",75,0,NA,FALSE,"UNKNOWN","U","UNKNOWN","<18","M","BLACK",1014430,181637,40.6651851080001,-73.891215482,"POINT (-73.89121548199995 40.66518510800006)",11207
25257129,"November",11,2006,06:30:00,"BRONX",46,0,"VARIETY STORE",FALSE,"25-44","M","BLACK HISPANIC","25-44","M","BLACK",1011755.6875,252026.828125,40.858395628,-73.900567225,"POINT (-73.90056722499997 40.85839562800004)",10468
23354079,"July",2,2006,02:55:00,"BRONX",44,0,"MULTI DWELL - APT BUILD",TRUE,"25-44","M","BLACK","25-44","M","BLACK",1007410.75,242801.890625,40.8330883610001,-73.9163062099999,"POINT (-73.91630620999996 40.83308836100008)",10456
